Country,Confirmed,Deaths,Recovered,Active,WHO Region,Abbreviated WHO Region,Year,Month,Month Name,Day of Week,Day Name,Month Short Name
Kenya,582,26,190,366,Africa,AFR,2020,5,May,2,Wednesday,May
South Korea,10810,256,9419,1135,Western Pacific,WPR,2020,5,May,2,Wednesday,May
Kuwait,6289,42,2219,4028,Eastern Mediterranean,EMR,2020,5,May,2,Wednesday,May
Kyrgyzstan,871,12,614,245,Europe,EUR,2020,5,May,2,Wednesday,May
Latvia,900,17,464,419,Europe,EUR,2020,5,May,2,Wednesday,May
Lebanon,750,25,206,519,Eastern Mediterranean,EMR,2020,5,May,2,Wednesday,May
Liberia,178,20,75,83,Africa,AFR,2020,5,May,2,Wednesday,May
Liechtenstein,82,1,81,0,Europe,EUR,2020,5,May,2,Wednesday,May
Lithuania,1428,48,718,662,Europe,EUR,2020,5,May,2,Wednesday,May
Luxembourg,3851,98,3452,301,Europe,EUR,2020,5,May,2,Wednesday,May
Madagascar,158,0,101,57,Africa,AFR,2020,5,May,2,Wednesday,May
Malaysia,6428,107,4702,1619,Western Pacific,WPR,2020,5,May,2,Wednesday,May
Maldives,617,2,20,595,South-East Asia,SEAR,2020,5,May,2,Wednesday,May
Malta,484,5,407,72,Europe,EUR,2020,5,May,2,Wednesday,May
Mauritania,8,1,6,1,Africa,AFR,2020,5,May,2,Wednesday,May
Mauritius,332,10,320,2,Africa,AFR,2020,5,May,2,Wednesday,May
Mexico,27634,2704,17781,7149,Americas,AMR,2020,5,May,2,Wednesday,May
Moldova,4476,143,1658,2675,Europe,EUR,2020,5,May,2,Wednesday,May
Monaco,95,4,82,9,Europe,EUR,2020,5,May,2,Wednesday,May
Mongolia,41,0,13,28,Western Pacific,WPR,2020,5,May,2,Wednesday,May
Montenegro,324,8,261,55,Europe,EUR,2020,5,May,2,Wednesday,May
Morocco,5408,183,2017,3208,Eastern Mediterranean,EMR,2020,5,May,2,Wednesday,May
Namibia,16,0,8,8,Africa,AFR,2020,5,May,2,Wednesday,May
Nepal,99,0,22,77,South-East Asia,SEAR,2020,5,May,2,Wednesday,May
Netherlands,101,2,89,10,Europe,EUR,2020,5,May,2,Wednesday,May
Netherlands,16,1,13,2,Europe,EUR,2020,5,May,2,Wednesday,May
Netherlands,76,14,44,18,Europe,EUR,2020,5,May,2,Wednesday,May
Netherlands,41319,5204,0,36115,Europe,EUR,2020,5,May,2,Wednesday,May
New Zealand,1489,21,1332,136,Western Pacific,WPR,2020,5,May,2,Wednesday,May
Nicaragua,16,5,7,4,Americas,AMR,2020,5,May,2,Wednesday,May
Niger,770,38,561,171,Africa,AFR,2020,5,May,2,Wednesday,May
Nigeria,3145,103,534,2508,Africa,AFR,2020,5,May,2,Wednesday,May
North Macedonia,1539,88,1057,394,Europe,EUR,2020,5,May,2,Wednesday,May
Norway,7996,216,32,7748,Europe,EUR,2020,5,May,2,Wednesday,May
Oman,2903,13,888,2002,Eastern Mediterranean,EMR,2020,5,May,2,Wednesday,May
Pakistan,24644,585,6464,17595,Eastern Mediterranean,EMR,2020,5,May,2,Wednesday,May
Panama,7731,218,859,6654,Americas,AMR,2020,5,May,2,Wednesday,May
Papua New Guinea,8,0,8,0,Western Pacific,WPR,2020,5,May,2,Wednesday,May
Paraguay,440,10,142,288,Americas,AMR,2020,5,May,2,Wednesday,May
Peru,54817,1533,17527,35757,Americas,AMR,2020,5,May,2,Wednesday,May
Philippines,10004,658,1506,7840,Western Pacific,WPR,2020,5,May,2,Wednesday,May
Poland,14740,733,4655,9352,Europe,EUR,2020,5,May,2,Wednesday,May
Portugal,26182,1089,2076,23017,Europe,EUR,2020,5,May,2,Wednesday,May
Qatar,17972,12,2070,15890,Eastern Mediterranean,EMR,2020,5,May,2,Wednesday,May
Romania,14107,864,5788,7455,Europe,EUR,2020,5,May,2,Wednesday,May
Russia,165929,1537,21327,143065,Europe,EUR,2020,5,May,2,Wednesday,May
Rwanda,268,0,130,138,Africa,AFR,2020,5,May,2,Wednesday,May
Saint Lucia,18,0,15,3,Americas,AMR,2020,5,May,2,Wednesday,May
Saint Vincent,17,0,9,8,Americas,AMR,2020,5,May,2,Wednesday,May
San Marino,608,41,97,470,Europe,EUR,2020,5,May,2,Wednesday,May
Saudi Arabia,31938,209,6783,24946,Eastern Mediterranean,EMR,2020,5,May,2,Wednesday,May
Senegal,1433,12,493,928,Africa,AFR,2020,5,May,2,Wednesday,May
Serbia,9791,203,1971,7617,Europe,EUR,2020,5,May,2,Wednesday,May
Seychelles,11,0,8,3,Africa,AFR,2020,5,May,2,Wednesday,May
Singapore,20198,20,1634,18544,Western Pacific,WPR,2020,5,May,2,Wednesday,May
Slovakia,1429,25,762,642,Europe,EUR,2020,5,May,2,Wednesday,May
Slovenia,1448,99,246,1103,Europe,EUR,2020,5,May,2,Wednesday,May
Somalia,873,39,87,747,Eastern Mediterranean,EMR,2020,5,May,2,Wednesday,May
South Africa,7808,153,3153,4502,Africa,AFR,2020,5,May,2,Wednesday,May
Spain,220325,25857,126002,68466,Europe,EUR,2020,5,May,2,Wednesday,May
Sri Lanka,797,9,215,573,South-East Asia,SEAR,2020,5,May,2,Wednesday,May
Sudan,852,49,80,723,Eastern Mediterranean,EMR,2020,5,May,2,Wednesday,May
Suriname,10,1,9,0,Americas,AMR,2020,5,May,2,Wednesday,May
Sweden,23918,2941,0,20977,Europe,EUR,2020,5,May,2,Wednesday,May
Switzerland,30060,1805,25700,2555,Europe,EUR,2020,5,May,2,Wednesday,May
Taiwan,439,6,339,94,Western Pacific,WPR,2020,5,May,2,Wednesday,May
Tanzania,480,16,167,297,Africa,AFR,2020,5,May,2,Wednesday,May
Thailand,2989,55,2761,173,South-East Asia,SEAR,2020,5,May,2,Wednesday,May
Togo,128,9,77,42,Africa,AFR,2020,5,May,2,Wednesday,May
Trinidad,116,8,103,5,Americas,AMR,2020,5,May,2,Wednesday,May
Tunisia,1025,43,591,391,Eastern Mediterranean,EMR,2020,5,May,2,Wednesday,May
Turkey,131744,3584,78202,49958,Europe,EUR,2020,5,May,2,Wednesday,May
Uganda,100,0,55,45,Africa,AFR,2020,5,May,2,Wednesday,May
Ukraine,13184,327,2097,10760,Europe,EUR,2020,5,May,2,Wednesday,May
United Arab Emirates,15738,157,3359,12222,Eastern Mediterranean,EMR,2020,5,May,2,Wednesday,May
United Kingdom,118,7,59,52,Europe,EUR,2020,5,May,2,Wednesday,May
United Kingdom,78,1,30,47,Europe,EUR,2020,5,May,2,Wednesday,May
United Kingdom,545,40,406,99,Europe,EUR,2020,5,May,2,Wednesday,May
United Kingdom,144,0,136,8,Europe,EUR,2020,5,May,2,Wednesday,May
United Kingdom,327,23,271,33,Europe,EUR,2020,5,May,2,Wednesday,May
United Kingdom,11,1,7,3,Europe,EUR,2020,5,May,2,Wednesday,May
United Kingdom,199358,30098,0,169260,Europe,EUR,2020,5,May,2,Wednesday,May
Uruguay,673,17,486,170,Americas,AMR,2020,5,May,2,Wednesday,May
United States,1233527,74851,189910,968766,Americas,AMR,2020,5,May,2,Wednesday,May
Uzbekistan,2233,10,1577,646,Europe,EUR,2020,5,May,2,Wednesday,May
Venezuela,379,10,176,193,Americas,AMR,2020,5,May,2,Wednesday,May
Vietnam,271,0,232,39,Western Pacific,WPR,2020,5,May,2,Wednesday,May
Zambia,146,4,101,41,Africa,AFR,2020,5,May,2,Wednesday,May
Zimbabwe,34,4,5,25,Africa,AFR,2020,5,May,2,Wednesday,May
Dominica,16,0,14,2,Americas,AMR,2020,5,May,2,Wednesday,May
Grenada,21,0,13,8,Americas,AMR,2020,5,May,2,Wednesday,May
Mozambique,81,0,0,81,Africa,AFR,2020,5,May,2,Wednesday,May
Syria,45,3,0,42,Eastern Mediterranean,EMR,2020,5,May,2,Wednesday,May
Timor-Leste,24,0,0,24,South-East Asia,SEAR,2020,5,May,2,Wednesday,May
Belize,18,2,16,0,Americas,AMR,2020,5,May,2,Wednesday,May
Laos,19,0,10,9,Western Pacific,WPR,2020,5,May,2,Wednesday,May
Libya,64,3,24,37,Eastern Mediterranean,EMR,2020,5,May,2,Wednesday,May
West Bank,374,2,174,198,Eastern Mediterranean,EMR,2020,5,May,2,Wednesday,May
Guinea-Bissau,475,2,24,449,Africa,AFR,2020,5,May,2,Wednesday,May
Mali,631,32,261,338,Africa,AFR,2020,5,May,2,Wednesday,May
Saint Kitts,15,0,12,3,Americas,AMR,2020,5,May,2,Wednesday,May
Canada,5,0,0,5,Americas,AMR,2020,5,May,2,Wednesday,May
Canada,11,0,0,11,Americas,AMR,2020,5,May,2,Wednesday,May
Kosovo,856,26,490,340,Europe,EUR,2020,5,May,2,Wednesday,May
Burma,161,6,50,105,South-East Asia,SEAR,2020,5,May,2,Wednesday,May
United Kingdom,3,0,3,0,Europe,EUR,2020,5,May,2,Wednesday,May
United Kingdom,7,1,3,3,Europe,EUR,2020,5,May,2,Wednesday,May
United Kingdom,12,1,6,5,Europe,EUR,2020,5,May,2,Wednesday,May
Botswana,23,1,8,14,Africa,AFR,2020,5,May,2,Wednesday,May
Burundi,15,1,7,7,Africa,AFR,2020,5,May,2,Wednesday,May
Sierra Leone,225,14,54,157,Africa,AFR,2020,5,May,2,Wednesday,May
Malawi,43,3,9,31,Africa,AFR,2020,5,May,2,Wednesday,May
United Kingdom,13,0,13,0,Europe,EUR,2020,5,May,2,Wednesday,May
France,1,0,0,1,Europe,EUR,2020,5,May,2,Wednesday,May
South Sudan,58,0,0,58,Africa,AFR,2020,5,May,2,Wednesday,May
Western Sahara,6,0,5,1,Africa,AFR,2020,5,May,2,Wednesday,May
Sao Tome,174,3,4,167,Africa,AFR,2020,5,May,2,Wednesday,May
Yemen,25,5,1,19,Eastern Mediterranean,EMR,2020,5,May,2,Wednesday,May
Comoros,8,1,0,7,Africa,AFR,2020,5,May,2,Wednesday,May
Tajikistan,379,8,0,371,Europe,EUR,2020,5,May,2,Wednesday,May
Lesotho,0,0,0,0,Africa,AFR,2020,5,May,2,Wednesday,May
Afghanistan,3563,106,468,2989,Eastern Mediterranean,EMR,2020,5,May,3,Thursday,May
Albania,842,31,605,206,Europe,EUR,2020,5,May,3,Thursday,May
Algeria,5182,483,2323,2376,Africa,AFR,2020,5,May,3,Thursday,May
Andorra,752,47,526,179,Europe,EUR,2020,5,May,3,Thursday,May
Angola,36,2,11,23,Africa,AFR,2020,5,May,3,Thursday,May
Antigua,25,3,16,6,Americas,AMR,2020,5,May,3,Thursday,May
Argentina,5371,282,1601,3488,Americas,AMR,2020,5,May,3,Thursday,May
Armenia,2884,42,1185,1657,Europe,EUR,2020,5,May,3,Thursday,May
Australia,107,3,103,1,Western Pacific,WPR,2020,5,May,3,Thursday,May
Australia,3047,44,2486,517,Western Pacific,WPR,2020,5,May,3,Thursday,May
Australia,29,0,27,2,Western Pacific,WPR,2020,5,May,3,Thursday,May
Australia,1045,6,994,45,Western Pacific,WPR,2020,5,May,3,Thursday,May
Australia,439,4,433,2,Western Pacific,WPR,2020,5,May,3,Thursday,May
Australia,227,13,174,40,Western Pacific,WPR,2020,5,May,3,Thursday,May
Australia,1467,18,1327,122,Western Pacific,WPR,2020,5,May,3,Thursday,May
Australia,552,9,534,9,Western Pacific,WPR,2020,5,May,3,Thursday,May
Austria,15752,609,13698,1445,Europe,EUR,2020,5,May,3,Thursday,May
Azerbaijan,2204,28,1551,625,Europe,EUR,2020,5,May,3,Thursday,May
Bahamas,92,11,26,55,Americas,AMR,2020,5,May,3,Thursday,May
Bahrain,4199,8,2000,2191,Eastern Mediterranean,EMR,2020,5,May,3,Thursday,May
Bangladesh,12425,199,1910,10316,South-East Asia,SEAR,2020,5,May,3,Thursday,May
Barbados,82,7,53,22,Americas,AMR,2020,5,May,3,Thursday,May
Belarus,20168,116,5067,14985,Europe,EUR,2020,5,May,3,Thursday,May
Belgium,51420,8415,12980,30025,Europe,EUR,2020,5,May,3,Thursday,May
Benin,140,2,53,85,Africa,AFR,2020,5,May,3,Thursday,May
Bhutan,7,0,5,2,South-East Asia,SEAR,2020,5,May,3,Thursday,May
Bolivia,2081,102,219,1760,Americas,AMR,2020,5,May,3,Thursday,May
Bosnia,2027,90,954,983,Europe,EUR,2020,5,May,3,Thursday,May
Brazil,135773,9190,55350,71233,Americas,AMR,2020,5,May,3,Thursday,May
Brunei,141,1,131,9,Western Pacific,WPR,2020,5,May,3,Thursday,May
Bulgaria,1829,84,384,1361,Europe,EUR,2020,5,May,3,Thursday,May
Burkina Faso,736,48,562,126,Africa,AFR,2020,5,May,3,Thursday,May
Cape Verde,218,2,38,178,Africa,AFR,2020,5,May,3,Thursday,May
Cambodia,122,0,120,2,Western Pacific,WPR,2020,5,May,3,Thursday,May
Cameroon,2267,108,1002,1157,Africa,AFR,2020,5,May,3,Thursday,May
Canada,6017,114,0,5903,Americas,AMR,2020,5,May,3,Thursday,May
Canada,2288,126,0,2162,Americas,AMR,2020,5,May,3,Thursday,May
Canada,283,7,0,276,Americas,AMR,2020,5,May,3,Thursday,May
Canada,120,0,0,120,Americas,AMR,2020,5,May,3,Thursday,May
Canada,261,3,0,258,Americas,AMR,2020,5,May,3,Thursday,May
Canada,1007,44,0,963,Americas,AMR,2020,5,May,3,Thursday,May
Canada,20388,1607,0,18781,Americas,AMR,2020,5,May,3,Thursday,May
Canada,27,0,0,27,Americas,AMR,2020,5,May,3,Thursday,May
Canada,35249,2632,0,32617,Americas,AMR,2020,5,May,3,Thursday,May
Canada,531,7,0,524,Americas,AMR,2020,5,May,3,Thursday,May
Central African Republic,94,0,10,84,Africa,AFR,2020,5,May,3,Thursday,May
Chad,253,27,50,176,Africa,AFR,2020,5,May,3,Thursday,May
Chile,27359,285,11664,15410,Americas,AMR,2020,5,May,3,Thursday,May
China,991,6,985,0,Western Pacific,WPR,2020,5,May,3,Thursday,May
China,593,9,560,24,Western Pacific,WPR,2020,5,May,3,Thursday,May
China,579,6,573,0,Western Pacific,WPR,2020,5,May,3,Thursday,May
China,356,1,354,1,Western Pacific,WPR,2020,5,May,3,Thursday,May
China,139,2,137,0,Western Pacific,WPR,2020,5,May,3,Thursday,May
China,1589,8,1575,6,Western Pacific,WPR,2020,5,May,3,Thursday,May
China,254,2,252,0,Western Pacific,WPR,2020,5,May,3,Thursday,May
China,147,2,145,0,Western Pacific,WPR,2020,5,May,3,Thursday,May
China,168,6,162,0,Western Pacific,WPR,2020,5,May,3,Thursday,May
China,328,6,0,322,Western Pacific,WPR,2020,5,May,3,Thursday,May
China,944,13,815,116,Western Pacific,WPR,2020,5,May,3,Thursday,May
China,1276,22,0,1254,Western Pacific,WPR,2020,5,May,3,Thursday,May
China,1044,4,944,96,Western Pacific,WPR,2020,5,May,3,Thursday,May
China,68128,4512,63616,0,Western Pacific,WPR,2020,5,May,3,Thursday,May
China,1019,4,1015,0,Western Pacific,WPR,2020,5,May,3,Thursday,May
China,201,1,172,28,Western Pacific,WPR,2020,5,May,3,Thursday,May
China,653,0,652,1,Western Pacific,WPR,2020,5,May,3,Thursday,May
China,937,1,936,0,Western Pacific,WPR,2020,5,May,3,Thursday,May
China,113,1,104,8,Western Pacific,WPR,2020,5,May,3,Thursday,May
China,146,2,144,0,Western Pacific,WPR,2020,5,May,3,Thursday,May
China,45,0,40,5,Western Pacific,WPR,2020,5,May,3,Thursday,May
China,75,0,75,0,Western Pacific,WPR,2020,5,May,3,Thursday,May
China,18,0,18,0,Western Pacific,WPR,2020,5,May,3,Thursday,May
China,308,3,268,37,Western Pacific,WPR,2020,5,May,3,Thursday,May
China,788,7,776,5,Western Pacific,WPR,2020,5,May,3,Thursday,May
China,657,7,623,27,Western Pacific,WPR,2020,5,May,3,Thursday,May
China,198,0,195,3,Western Pacific,WPR,2020,5,May,3,Thursday,May
China,561,3,558,0,Western Pacific,WPR,2020,5,May,3,Thursday,May
China,190,3,186,1,Western Pacific,WPR,2020,5,May,3,Thursday,May
China,1,0,1,0,Western Pacific,WPR,2020,5,May,3,Thursday,May
China,76,3,73,0,Western Pacific,WPR,2020,5,May,3,Thursday,May
China,185,2,182,1,Western Pacific,WPR,2020,5,May,3,Thursday,May
China,1268,1,1267,0,Western Pacific,WPR,2020,5,May,3,Thursday,May
Colombia,9456,407,2300,6749,Americas,AMR,2020,5,May,3,Thursday,May
Congo,264,10,30,224,Africa,AFR,2020,5,May,3,Thursday,May
Congo,863,36,103,724,Africa,AFR,2020,5,May,3,Thursday,May
Costa Rica,765,6,445,314,Americas,AMR,2020,5,May,3,Thursday,May
Ivory Coast,1571,20,742,809,Africa,AFR,2020,5,May,3,Thursday,May
Croatia,2125,86,1641,398,Europe,EUR,2020,5,May,3,Thursday,May
Cuba,1729,73,1031,625,Americas,AMR,2020,5,May,3,Thursday,May
Cyprus,889,15,400,474,Europe,EUR,2020,5,May,3,Thursday,May
Czechia,8031,270,4371,3390,Europe,EUR,2020,5,May,3,Thursday,May
Denmark,187,0,185,2,Europe,EUR,2020,5,May,3,Thursday,May
Greenland,11,0,11,0,Europe,EUR,2020,5,May,3,Thursday,May
Denmark,10083,514,7711,1858,Europe,EUR,2020,5,May,3,Thursday,May
Djibouti,1133,3,799,331,Eastern Mediterranean,EMR,2020,5,May,3,Thursday,May
Dominican Republic,9095,373,2064,6658,Americas,AMR,2020,5,May,3,Thursday,May
Ecuador,30298,1654,3433,25211,Americas,AMR,2020,5,May,3,Thursday,May
Egypt,7981,482,1887,5612,Eastern Mediterranean,EMR,2020,5,May,3,Thursday,May
El Salvador,695,15,252,428,Americas,AMR,2020,5,May,3,Thursday,May
Equatorial Guinea,439,4,13,422,Africa,AFR,2020,5,May,3,Thursday,May
Eritrea,39,0,30,9,Africa,AFR,2020,5,May,3,Thursday,May
Estonia,1720,56,273,1391,Europe,EUR,2020,5,May,3,Thursday,May
Eswatini,153,2,12,139,Africa,AFR,2020,5,May,3,Thursday,May
Ethiopia,191,4,93,94,Africa,AFR,2020,5,May,3,Thursday,May
Fiji,18,0,14,4,Western Pacific,WPR,2020,5,May,3,Thursday,May
Finland,5673,255,3500,1918,Europe,EUR,2020,5,May,3,Thursday,May
France,138,1,112,25,Europe,EUR,2020,5,May,3,Thursday,May
France,60,0,56,4,Europe,EUR,2020,5,May,3,Thursday,May
France,153,13,104,36,Europe,EUR,2020,5,May,3,Thursday,May
France,854,10,352,492,Europe,EUR,2020,5,May,3,Thursday,May
France,18,0,18,0,Europe,EUR,2020,5,May,3,Thursday,May
France,427,0,354,73,Europe,EUR,2020,5,May,3,Thursday,May
France,6,0,6,0,Europe,EUR,2020,5,May,3,Thursday,May
France,38,3,30,5,Europe,EUR,2020,5,May,3,Thursday,May
France,183,14,83,86,Europe,EUR,2020,5,May,3,Thursday,May
France,173040,25949,54076,93015,Europe,EUR,2020,5,May,3,Thursday,May
Gabon,504,8,110,386,Africa,AFR,2020,5,May,3,Thursday,May
Gambia,18,1,9,8,Africa,AFR,2020,5,May,3,Thursday,May
Georgia,615,9,275,331,Europe,EUR,2020,5,May,3,Thursday,May
Germany,169430,7392,141700,20338,Europe,EUR,2020,5,May,3,Thursday,May
Ghana,3091,18,303,2770,Africa,AFR,2020,5,May,3,Thursday,May
Greece,2678,148,1374,1156,Europe,EUR,2020,5,May,3,Thursday,May
Guatemala,832,23,90,719,Americas,AMR,2020,5,May,3,Thursday,May
Guinea,1927,11,629,1287,Africa,AFR,2020,5,May,3,Thursday,May
Guyana,93,10,27,56,Americas,AMR,2020,5,May,3,Thursday,May
Haiti,129,12,16,101,Americas,AMR,2020,5,May,3,Thursday,May
Holy See,12,0,2,10,Europe,EUR,2020,5,May,3,Thursday,May
Honduras,1685,105,154,1426,Americas,AMR,2020,5,May,3,Thursday,May
Hungary,3150,383,801,1966,Europe,EUR,2020,5,May,3,Thursday,May
Iceland,1801,10,1755,36,Europe,EUR,2020,5,May,3,Thursday,May
India,56351,1889,16776,37686,South-East Asia,SEAR,2020,5,May,3,Thursday,May
Indonesia,12776,930,2381,9465,South-East Asia,SEAR,2020,5,May,3,Thursday,May
Iran,103135,6486,82744,13905,Eastern Mediterranean,EMR,2020,5,May,3,Thursday,May
Iraq,2543,102,1626,815,Eastern Mediterranean,EMR,2020,5,May,3,Thursday,May
Ireland,22385,1403,17110,3872,Europe,EUR,2020,5,May,3,Thursday,May
Israel,16381,240,10873,5268,Europe,EUR,2020,5,May,3,Thursday,May
Italy,215858,29958,96276,89624,Europe,EUR,2020,5,May,3,Thursday,May
Jamaica,488,9,58,421,Americas,AMR,2020,5,May,3,Thursday,May
Japan,15553,617,4918,10018,Western Pacific,WPR,2020,5,May,3,Thursday,May
Jordan,494,9,381,104,Eastern Mediterranean,EMR,2020,5,May,3,Thursday,May
Kazakhstan,4578,30,1518,3030,Europe,EUR,2020,5,May,3,Thursday,May
Kenya,607,29,197,381,Africa,AFR,2020,5,May,3,Thursday,May
South Korea,10822,256,9484,1082,Western Pacific,WPR,2020,5,May,3,Thursday,May
Kuwait,6567,44,2381,4142,Eastern Mediterranean,EMR,2020,5,May,3,Thursday,May
Kyrgyzstan,895,12,637,246,Europe,EUR,2020,5,May,3,Thursday,May
Latvia,909,18,464,427,Europe,EUR,2020,5,May,3,Thursday,May
Lebanon,784,25,220,539,Eastern Mediterranean,EMR,2020,5,May,3,Thursday,May
Liberia,189,20,79,90,Africa,AFR,2020,5,May,3,Thursday,May
Liechtenstein,82,1,81,0,Europe,EUR,2020,5,May,3,Thursday,May
Lithuania,1433,49,739,645,Europe,EUR,2020,5,May,3,Thursday,May
Luxembourg,3859,100,3505,254,Europe,EUR,2020,5,May,3,Thursday,May
Madagascar,193,0,101,92,Africa,AFR,2020,5,May,3,Thursday,May
Malaysia,6467,107,4776,1584,Western Pacific,WPR,2020,5,May,3,Thursday,May
Maldives,648,3,20,625,South-East Asia,SEAR,2020,5,May,3,Thursday,May
Malta,486,5,413,68,Europe,EUR,2020,5,May,3,Thursday,May
Mauritania,8,1,6,1,Africa,AFR,2020,5,May,3,Thursday,May
Mauritius,332,10,320,2,Africa,AFR,2020,5,May,3,Thursday,May
Mexico,29616,2961,17781,8874,Americas,AMR,2020,5,May,3,Thursday,May
Moldova,4605,145,1747,2713,Europe,EUR,2020,5,May,3,Thursday,May
Monaco,95,4,82,9,Europe,EUR,2020,5,May,3,Thursday,May
Mongolia,41,0,13,28,Western Pacific,WPR,2020,5,May,3,Thursday,May
Montenegro,324,8,265,51,Europe,EUR,2020,5,May,3,Thursday,May
Morocco,5548,183,2179,3186,Eastern Mediterranean,EMR,2020,5,May,3,Thursday,May
Namibia,16,0,9,7,Africa,AFR,2020,5,May,3,Thursday,May
Nepal,101,0,22,79,South-East Asia,SEAR,2020,5,May,3,Thursday,May
Netherlands,101,3,89,9,Europe,EUR,2020,5,May,3,Thursday,May
Netherlands,16,1,14,1,Europe,EUR,2020,5,May,3,Thursday,May
Netherlands,76,14,44,18,Europe,EUR,2020,5,May,3,Thursday,May
Netherlands,41774,5288,0,36486,Europe,EUR,2020,5,May,3,Thursday,May
New Zealand,1490,21,1347,122,Western Pacific,WPR,2020,5,May,3,Thursday,May
Nicaragua,16,5,7,4,Americas,AMR,2020,5,May,3,Thursday,May
Niger,781,42,586,153,Africa,AFR,2020,5,May,3,Thursday,May
Nigeria,3526,107,601,2818,Africa,AFR,2020,5,May,3,Thursday,May
North Macedonia,1572,89,1079,404,Europe,EUR,2020,5,May,3,Thursday,May
Norway,8034,217,32,7785,Europe,EUR,2020,5,May,3,Thursday,May
Oman,2958,15,980,1963,Eastern Mediterranean,EMR,2020,5,May,3,Thursday,May
Pakistan,26435,599,7530,18306,Eastern Mediterranean,EMR,2020,5,May,3,Thursday,May
Panama,7868,225,886,6757,Americas,AMR,2020,5,May,3,Thursday,May
Papua New Guinea,8,0,8,0,Western Pacific,WPR,2020,5,May,3,Thursday,May
Paraguay,462,10,148,304,Americas,AMR,2020,5,May,3,Thursday,May
Peru,58526,1627,18388,38511,Americas,AMR,2020,5,May,3,Thursday,May
Philippines,10343,685,1618,8040,Western Pacific,WPR,2020,5,May,3,Thursday,May
Poland,15047,755,4862,9430,Europe,EUR,2020,5,May,3,Thursday,May
Portugal,26715,1105,2258,23352,Europe,EUR,2020,5,May,3,Thursday,May
Qatar,18890,12,2286,16592,Eastern Mediterranean,EMR,2020,5,May,3,Thursday,May
Romania,14499,888,6144,7467,Europe,EUR,2020,5,May,3,Thursday,May
Russia,177160,1625,23803,151732,Europe,EUR,2020,5,May,3,Thursday,May
Rwanda,271,0,133,138,Africa,AFR,2020,5,May,3,Thursday,May
Saint Lucia,18,0,17,1,Americas,AMR,2020,5,May,3,Thursday,May
Saint Vincent,17,0,9,8,Americas,AMR,2020,5,May,3,Thursday,May
San Marino,622,41,106,475,Europe,EUR,2020,5,May,3,Thursday,May
Saudi Arabia,33731,219,7798,25714,Eastern Mediterranean,EMR,2020,5,May,3,Thursday,May
Senegal,1492,13,562,917,Africa,AFR,2020,5,May,3,Thursday,May
Serbia,9848,206,2160,7482,Europe,EUR,2020,5,May,3,Thursday,May
Seychelles,11,0,8,3,Africa,AFR,2020,5,May,3,Thursday,May
Singapore,20939,20,1712,19207,Western Pacific,WPR,2020,5,May,3,Thursday,May
Slovakia,1445,26,806,613,Europe,EUR,2020,5,May,3,Thursday,May
Slovenia,1449,99,247,1103,Europe,EUR,2020,5,May,3,Thursday,May
Somalia,928,44,106,778,Eastern Mediterranean,EMR,2020,5,May,3,Thursday,May
South Africa,8232,161,3153,4918,Africa,AFR,2020,5,May,3,Thursday,May
Spain,221447,26070,128511,66866,Europe,EUR,2020,5,May,3,Thursday,May
Sri Lanka,824,9,232,583,South-East Asia,SEAR,2020,5,May,3,Thursday,May
Sudan,930,52,92,786,Eastern Mediterranean,EMR,2020,5,May,3,Thursday,May
Suriname,10,1,9,0,Americas,AMR,2020,5,May,3,Thursday,May
Sweden,24623,3040,0,21583,Europe,EUR,2020,5,May,3,Thursday,May
Switzerland,30126,1810,25900,2416,Europe,EUR,2020,5,May,3,Thursday,May
Taiwan,440,6,347,87,Western Pacific,WPR,2020,5,May,3,Thursday,May
Tanzania,480,16,167,297,Africa,AFR,2020,5,May,3,Thursday,May
Thailand,2992,55,2772,165,South-East Asia,SEAR,2020,5,May,3,Thursday,May
Togo,135,9,85,41,Africa,AFR,2020,5,May,3,Thursday,May
Trinidad,116,8,103,5,Americas,AMR,2020,5,May,3,Thursday,May
Tunisia,1026,44,600,382,Eastern Mediterranean,EMR,2020,5,May,3,Thursday,May
Turkey,133721,3641,82984,47096,Europe,EUR,2020,5,May,3,Thursday,May
Uganda,101,0,55,46,Africa,AFR,2020,5,May,3,Thursday,May
Ukraine,13691,340,2396,10955,Europe,EUR,2020,5,May,3,Thursday,May
United Arab Emirates,16240,165,3572,12503,Eastern Mediterranean,EMR,2020,5,May,3,Thursday,May
United Kingdom,118,7,61,50,Europe,EUR,2020,5,May,3,Thursday,May
United Kingdom,80,1,35,44,Europe,EUR,2020,5,May,3,Thursday,May
United Kingdom,545,40,430,75,Europe,EUR,2020,5,May,3,Thursday,May
United Kingdom,144,0,141,3,Europe,EUR,2020,5,May,3,Thursday,May
United Kingdom,329,23,271,35,Europe,EUR,2020,5,May,3,Thursday,May
United Kingdom,11,1,7,3,Europe,EUR,2020,5,May,3,Thursday,May
United Kingdom,203125,30638,0,172487,Europe,EUR,2020,5,May,3,Thursday,May
Uruguay,684,17,492,175,Americas,AMR,2020,5,May,3,Thursday,May
United States,1261409,76770,195036,989603,Americas,AMR,2020,5,May,3,Thursday,May
Uzbekistan,2298,10,1656,632,Europe,EUR,2020,5,May,3,Thursday,May
Venezuela,381,10,185,186,Americas,AMR,2020,5,May,3,Thursday,May
Vietnam,288,0,233,55,Western Pacific,WPR,2020,5,May,3,Thursday,May
